student_id,gender,age,filiere,year_of_study,attendance_rate,num_absences,assignments_avg,midterm_score,final_score,project_participation,lab_hours_per_week,infra_usage_hours_month,supervisor_assigned,scholarship,socioeconomic_status,extracurricular_count,lab_access,classroom_allocated,promotion_size,overall_grade,passed
ENSPD001054,Female,22.0,Chimie,4,98.1,2.0,77.2,37.1,50.1,3.0,2.6,10.3,Yes,No,Low,4.0,Yes,Salle 23,93.0,54.9,1.0
ENSPD001055,Other,23.0,Informatique,2,57.5,42.0,89.1,65.7,51.1,1.0,1.9,7.2,No,No,High,0.0,Yes,Salle 10,298.0,66.6,1.0
ENSPD001056,Male,28.0,Chimie,3,92.5,8.0,61.6,70.6,72.1,2.0,0.6,1.3,Yes,Yes,Low,0.0,No,Salle 20,130.0,60.7,1.0
ENSPD001057,Female,24.0,GenieCivil,5,74.6,25.0,55.9,86.4,75.9,1.0,2.0,11.1,Yes,No,High,0.0,Yes,Salle 12,70.0,69.3,1.0
ENSPD001058,Male,20.0,Telecom,2,73.0,27.0,66.7,73.5,85.0,0.0,0.7,11.2,Yes,No,Middle,1.0,No,Salle 9,161.0,77.1,1.0
ENSPD001059,Male,21.0,Mecanique,4,85.1,15.0,60.0,40.5,62.2,0.0,0.6,11.2,No,No,High,1.0,Yes,Salle 23,178.0,58.5,1.0
ENSPD001060,Female,21.0,Electrique,4,64.1,36.0,74.9,65.8,35.9,1.0,2.7,17.5,Yes,Yes,Middle,0.0,Yes,Salle 24,157.0,50.3,1.0
ENSPD001061,Female,18.0,GenieCivil,2,72.2,28.0,79.5,72.8,77.4,1.0,3.3,19.0,Yes,No,Middle,0.0,Yes,Salle 14,177.0,72.2,1.0
ENSPD001062,Other,21.0,GenieCivil,3,71.8,28.0,80.7,28.3,67.2,0.0,2.0,18.1,No,No,Low,0.0,No,Salle 6,185.0,55.1,1.0
ENSPD001063,Female,23.0,GenieCivil,2,79.3,21.0,72.7,61.2,65.2,0.0,3.1,15.4,Yes,No,Low,2.0,No,Salle 5,177.0,62.5,1.0
ENSPD001064,Male,19.0,Informatique,4,72.4,28.0,68.7,56.0,38.3,1.0,0.9,10.8,No,No,Middle,2.0,No,Salle 12,230.0,52.3,1.0
ENSPD001065,Male,24.0,Chimie,3,100.0,0.0,76.9,50.2,60.1,1.0,0.1,13.3,Yes,No,Middle,2.0,Yes,Salle 26,130.0,57.6,1.0
ENSPD001066,Female,23.0,GenieCivil,3,100.0,0.0,35.6,71.0,40.1,2.0,1.9,17.5,Yes,No,High,0.0,Yes,Salle 15,185.0,50.9,1.0
ENSPD001067,Male,21.0,Energetique,4,57.7,42.0,68.2,41.3,73.6,1.0,0.6,2.9,Yes,Yes,Middle,1.0,Yes,Salle 2,70.0,52.8,1.0
ENSPD001068,Male,22.0,Mecanique,2,88.5,12.0,65.8,69.5,63.5,1.0,3.0,14.7,Yes,No,Middle,0.0,Yes,Salle 1,231.0,61.9,1.0
ENSPD001069,Male,25.0,Electrique,4,92.3,8.0,68.2,72.1,53.6,2.0,0.9,16.7,Yes,No,Middle,2.0,Yes,Salle 23,157.0,68.2,1.0
ENSPD001070,Male,23.0,Energetique,4,88.5,12.0,63.7,81.5,33.3,1.0,2.2,11.5,Yes,No,Middle,2.0,No,Salle 3,70.0,57.2,1.0
ENSPD001071,Male,22.0,Electrique,4,74.1,26.0,71.5,41.8,84.5,1.0,1.6,17.8,Yes,No,Middle,0.0,Yes,Salle 3,157.0,67.6,1.0
ENSPD001072,Male,22.0,Telecom,4,79.1,21.0,56.4,61.6,58.8,4.0,3.4,16.9,Yes,Yes,Low,1.0,Yes,Salle 29,121.0,45.8,0.0
ENSPD001073,Male,22.0,Telecom,2,73.0,27.0,81.9,67.0,65.7,0.0,3.6,18.6,Yes,No,Low,1.0,Yes,Salle 22,161.0,68.4,1.0
ENSPD001074,Male,21.0,Mecanique,5,77.0,23.0,72.1,61.6,49.3,0.0,0.1,1.7,Yes,No,Middle,1.0,Yes,Salle 14,67.0,54.8,1.0
ENSPD001075,Other,18.0,Electrique,2,67.5,32.0,67.3,100.0,31.0,1.0,1.4,4.8,Yes,Yes,High,0.0,Yes,Salle 25,185.0,60.5,1.0
ENSPD001076,Male,26.0,Informatique,3,80.6,19.0,54.5,70.3,53.4,2.0,4.1,20.6,Yes,No,Low,1.0,Yes,Salle 12,263.0,54.3,1.0
ENSPD001077,Male,22.0,GenieCivil,1,64.0,36.0,77.2,61.6,56.6,0.0,1.0,9.7,No,Yes,Middle,0.0,Yes,Salle 16,149.0,65.3,1.0
ENSPD001078,Female,23.0,Mecanique,5,79.6,20.0,68.1,58.9,69.9,0.0,1.4,11.5,Yes,No,Middle,0.0,No,Salle 13,67.0,64.9,1.0
ENSPD001079,Male,22.0,Chimie,3,67.0,33.0,53.7,40.1,56.9,0.0,0.4,9.4,No,No,High,1.0,No,Salle 4,130.0,49.9,0.0
ENSPD001080,Female,21.0,GenieCivil,4,84.5,16.0,64.2,72.1,49.6,1.0,1.6,9.8,Yes,No,High,1.0,Yes,Salle 6,173.0,60.7,1.0
ENSPD001081,Female,22.0,GenieCivil,1,73.8,26.0,74.4,60.6,33.9,1.0,0.6,0.0,Yes,No,Low,0.0,Yes,Salle 25,149.0,52.4,1.0
ENSPD001082,Male,19.0,Mecanique,4,85.5,14.0,73.3,60.6,65.0,3.0,3.5,18.2,Yes,No,Middle,3.0,Yes,Salle 5,178.0,66.8,1.0
ENSPD001083,Male,27.0,Energetique,4,95.0,5.0,72.3,63.7,48.1,1.0,1.4,4.7,No,No,Middle,2.0,Yes,Salle 6,70.0,54.6,1.0
ENSPD001084,Female,20.0,Informatique,3,100.0,0.0,66.4,66.0,90.4,0.0,0.9,11.5,Yes,No,Middle,1.0,Yes,Salle 22,263.0,79.9,1.0
ENSPD001085,Female,20.0,Informatique,2,51.7,48.0,80.4,30.7,67.0,1.0,0.2,9.4,Yes,No,Low,0.0,Yes,Salle 7,298.0,58.9,1.0
ENSPD001086,Male,21.0,Informatique,3,72.0,28.0,83.6,77.1,75.2,2.0,1.8,16.2,Yes,No,Middle,1.0,No,Salle 21,263.0,72.8,1.0
ENSPD001087,Female,25.0,Energetique,1,78.4,22.0,76.1,46.8,59.0,1.0,5.7,30.6,Yes,No,Low,0.0,Yes,Salle 20,83.0,56.1,1.0
ENSPD001088,Male,22.0,Energetique,3,87.5,12.0,65.1,59.5,68.0,1.0,0.4,8.4,Yes,No,Middle,1.0,Yes,Salle 8,104.0,59.4,1.0
ENSPD001089,Other,20.0,Electrique,2,62.2,38.0,49.1,85.1,46.2,0.0,0.0,6.7,Yes,No,Low,1.0,No,Salle 27,185.0,56.1,1.0
ENSPD001090,Male,25.0,Telecom,2,70.2,30.0,56.8,94.0,40.4,1.0,1.1,13.1,Yes,No,Middle,2.0,Yes,Salle 24,161.0,53.9,1.0
ENSPD001091,Female,23.0,Informatique,1,83.6,16.0,94.3,31.4,64.3,1.0,2.8,18.5,Yes,Yes,High,0.0,No,Salle 27,248.0,59.5,1.0
ENSPD001092,Female,23.0,Energetique,2,83.0,17.0,69.2,62.5,75.4,1.0,7.4,32.5,Yes,Yes,Low,2.0,Yes,Salle 20,71.0,64.1,1.0
ENSPD001093,Female,23.0,Informatique,1,86.5,14.0,96.9,66.9,25.1,1.0,0.1,0.0,Yes,No,High,2.0,Yes,Salle 10,248.0,63.2,1.0
ENSPD001094,Male,27.0,Informatique,5,87.3,13.0,65.1,34.9,54.0,2.0,3.1,9.9,Yes,Yes,Middle,2.0,No,Salle 10,109.0,52.1,1.0
ENSPD001095,Male,26.0,Informatique,3,86.1,14.0,61.1,76.4,100.0,0.0,0.9,11.5,No,Yes,Middle,1.0,Yes,Salle 21,263.0,79.1,1.0
ENSPD001096,Male,21.0,Electrique,2,84.3,16.0,63.9,64.1,73.6,2.0,0.3,3.3,No,Yes,Low,1.0,Yes,Salle 20,185.0,64.1,1.0
ENSPD001097,Male,25.0,Chimie,3,82.7,17.0,63.6,65.5,94.8,0.0,0.4,11.5,Yes,No,Middle,0.0,No,Salle 11,130.0,71.8,1.0
ENSPD001098,Male,23.0,Mecanique,3,90.0,10.0,65.1,45.5,51.3,1.0,5.2,25.3,Yes,No,Low,1.0,Yes,Salle 1,212.0,53.1,1.0
ENSPD001099,Female,23.0,Energetique,5,55.1,45.0,47.8,69.4,54.8,0.0,3.3,25.2,Yes,Yes,High,1.0,Yes,Salle 18,40.0,51.0,1.0
ENSPD001100,Male,19.0,GenieCivil,1,100.0,0.0,72.5,77.1,63.5,0.0,0.7,10.0,No,No,Low,0.0,Yes,Salle 25,149.0,81.8,1.0
ENSPD001101,Male,22.0,Informatique,2,55.5,44.0,80.8,64.3,76.5,0.0,5.6,24.4,Yes,No,Middle,1.0,Yes,Salle 11,298.0,58.5,1.0
ENSPD001102,Female,20.0,GenieCivil,5,69.1,31.0,100.0,52.7,62.1,3.0,0.2,11.3,Yes,No,Middle,1.0,No,Salle 12,70.0,69.9,1.0
ENSPD001103,Female,24.0,Electrique,2,79.3,21.0,58.5,54.2,38.7,1.0,0.8,7.3,Yes,No,Middle,1.0,No,Salle 10,185.0,49.7,0.0
ENSPD001104,Female,24.0,Telecom,1,90.1,10.0,59.7,66.0,87.1,1.0,1.4,15.7,No,No,High,0.0,Yes,Salle 29,121.0,71.4,1.0
ENSPD001105,Other,18.0,GenieCivil,1,46.1,54.0,53.4,62.9,100.0,1.0,14.9,66.5,Yes,Yes,Low,2.0,Yes,Salle 17,149.0,70.3,1.0
ENSPD001106,Male,22.0,Electrique,1,81.7,18.0,65.1,61.6,32.6,1.0,1.3,10.4,No,Yes,Middle,0.0,Yes,Salle 6,143.0,57.3,1.0
ENSPD001107,Male,24.0,Mecanique,5,91.5,8.0,77.2,53.4,92.1,3.0,3.3,23.9,Yes,Yes,Low,1.0,Yes,Salle 14,67.0,78.1,1.0
ENSPD001108,Female,22.0,Electrique,2,93.9,6.0,51.8,40.1,54.6,3.0,5.0,22.7,Yes,No,Low,3.0,Yes,Salle 30,185.0,53.3,1.0
ENSPD001109,Female,23.0,Energetique,5,73.6,26.0,51.5,61.6,57.3,2.0,0.0,5.5,Yes,No,High,1.0,Yes,Salle 18,40.0,54.0,1.0
ENSPD001110,Male,23.0,Informatique,5,78.4,22.0,79.3,53.4,69.4,0.0,0.7,4.2,No,No,Middle,1.0,No,Salle 3,109.0,68.8,1.0
ENSPD001111,Female,23.0,Telecom,3,74.6,25.0,70.7,76.1,39.9,0.0,0.2,7.2,No,No,Middle,2.0,Yes,Salle 26,154.0,58.0,1.0
ENSPD001112,Male,21.0,Electrique,1,77.3,23.0,76.4,62.1,63.3,2.0,3.0,18.6,Yes,No,Low,3.0,No,Salle 7,143.0,59.9,1.0
ENSPD001113,Male,20.0,Mecanique,1,69.6,30.0,51.8,73.8,31.8,1.0,1.7,12.1,Yes,Yes,Low,2.0,Yes,Salle 10,186.0,51.2,1.0
ENSPD001114,Male,20.0,Energetique,3,71.3,29.0,36.8,43.7,73.5,1.0,0.2,6.1,Yes,No,Middle,1.0,Yes,Salle 28,104.0,49.3,0.0
ENSPD001115,Female,23.0,GenieCivil,2,87.2,13.0,51.9,64.6,100.0,3.0,1.4,8.7,Yes,Yes,Middle,1.0,Yes,Salle 12,177.0,73.8,1.0
ENSPD001116,Female,22.0,Mecanique,3,83.6,16.0,75.3,49.4,51.2,0.0,1.4,12.1,No,Yes,Middle,1.0,Yes,Salle 8,212.0,59.3,1.0
ENSPD001117,Male,22.0,Informatique,2,87.9,12.0,96.7,40.0,60.6,1.0,2.4,17.1,No,No,Middle,5.0,Yes,Salle 13,298.0,67.4,1.0
ENSPD001118,Female,21.0,Mecanique,5,84.6,15.0,58.6,46.5,61.6,1.0,3.0,12.2,Yes,No,Middle,1.0,Yes,Salle 24,67.0,50.8,1.0
ENSPD001119,Male,21.0,Telecom,3,90.5,10.0,99.1,52.2,83.7,1.0,0.2,4.7,No,No,High,1.0,No,Salle 24,154.0,77.8,1.0
ENSPD001120,Male,24.0,Electrique,3,92.5,8.0,77.4,84.4,72.1,3.0,1.3,8.8,Yes,No,Low,2.0,Yes,Salle 4,188.0,73.0,1.0
ENSPD001121,Female,21.0,Telecom,4,61.1,39.0,44.1,51.7,82.4,2.0,1.4,9.2,Yes,No,Middle,2.0,Yes,Salle 14,121.0,55.7,1.0
ENSPD001122,Female,19.0,Mecanique,1,71.7,28.0,68.2,39.1,53.9,0.0,2.8,21.0,Yes,No,Low,1.0,Yes,Salle 23,186.0,54.1,1.0
ENSPD001123,Female,23.0,Informatique,2,79.2,21.0,78.0,64.4,72.7,0.0,2.1,15.1,No,No,Middle,1.0,Yes,Salle 8,298.0,74.4,1.0
ENSPD001124,Female,22.0,Informatique,1,81.7,18.0,28.6,62.5,0.0,2.0,2.6,16.0,No,No,Low,0.0,Yes,Salle 3,248.0,23.2,0.0
ENSPD001125,Female,22.0,GenieCivil,1,74.0,26.0,74.7,53.1,77.3,1.0,0.2,2.7,Yes,No,Middle,0.0,Yes,Salle 5,149.0,62.4,1.0
ENSPD001126,Male,25.0,Energetique,3,92.9,7.0,82.6,59.1,39.6,1.0,1.4,18.0,No,No,Middle,1.0,Yes,Salle 1,104.0,55.1,1.0
ENSPD001127,Male,22.0,Electrique,2,100.0,0.0,71.0,79.6,57.4,1.0,3.7,16.1,Yes,No,Low,0.0,Yes,Salle 29,185.0,66.2,1.0
ENSPD001128,Male,23.0,Mecanique,2,84.2,16.0,64.1,61.6,78.9,2.0,2.5,10.0,Yes,No,Middle,1.0,No,Salle 12,231.0,68.9,1.0
ENSPD001129,Male,22.0,Telecom,5,83.0,17.0,62.4,72.5,33.3,0.0,1.4,23.9,No,No,Middle,2.0,No,Salle 26,60.0,56.5,1.0
ENSPD001130,Male,22.0,Chimie,1,92.2,8.0,61.5,40.7,85.8,2.0,0.5,5.0,Yes,No,Low,1.0,Yes,Salle 13,96.0,67.4,1.0
ENSPD001131,Female,23.0,Informatique,3,59.6,40.0,47.4,100.0,61.5,0.0,0.7,10.9,Yes,No,Middle,0.0,Yes,Salle 7,263.0,71.3,1.0
ENSPD001132,Male,19.0,Telecom,1,82.3,18.0,54.7,80.9,93.1,0.0,1.2,15.5,No,No,High,1.0,Yes,Salle 26,121.0,75.5,1.0
ENSPD001133,Male,22.0,Mecanique,2,93.7,6.0,58.8,71.3,45.9,1.0,1.4,9.9,Yes,Yes,High,1.0,Yes,Salle 23,231.0,59.1,1.0
ENSPD001134,Male,22.0,Informatique,3,74.3,26.0,66.7,41.0,27.7,2.0,0.6,9.2,No,No,Middle,2.0,No,Salle 22,263.0,38.2,0.0
ENSPD001135,Female,22.0,Mecanique,5,67.3,33.0,56.6,79.1,63.4,0.0,1.0,7.2,No,No,High,1.0,Yes,Salle 10,67.0,61.1,1.0
ENSPD001136,Male,24.0,GenieCivil,2,79.8,20.0,52.0,53.0,75.7,1.0,2.3,14.5,No,No,Middle,1.0,No,Salle 18,177.0,58.0,1.0
ENSPD001137,Female,23.0,GenieCivil,1,81.3,19.0,76.4,58.5,77.4,1.0,2.1,12.9,Yes,No,Middle,2.0,Yes,Salle 24,149.0,70.5,1.0
ENSPD001138,Male,25.0,Mecanique,2,71.1,29.0,70.6,31.7,63.5,0.0,0.2,9.6,No,No,High,2.0,Yes,Salle 5,231.0,45.5,0.0
ENSPD001139,Male,20.0,Informatique,1,100.0,0.0,56.9,39.7,31.5,2.0,8.5,36.8,No,No,Middle,1.0,Yes,Salle 12,248.0,35.6,0.0
ENSPD001140,Female,22.0,Chimie,2,76.3,24.0,72.6,69.9,57.8,0.0,1.7,9.1,Yes,No,Middle,2.0,Yes,Salle 11,119.0,65.6,1.0
ENSPD001141,Female,22.0,Energetique,3,68.2,32.0,58.2,80.1,74.3,1.0,1.3,9.4,No,Yes,Middle,0.0,Yes,Salle 19,104.0,69.4,1.0
ENSPD001142,Male,20.0,Chimie,1,80.9,19.0,65.9,74.3,73.3,1.0,6.8,34.9,No,No,Middle,1.0,No,Salle 9,96.0,72.3,1.0
ENSPD001143,Female,24.0,Mecanique,2,92.9,7.0,79.6,73.7,95.4,0.0,0.3,3.0,No,No,Low,1.0,No,Salle 24,231.0,82.4,0.0
ENSPD001144,Male,27.0,Mecanique,3,82.2,18.0,55.9,60.8,56.5,2.0,1.6,6.7,Yes,No,Low,2.0,No,Salle 11,212.0,57.2,1.0
ENSPD001145,Male,22.0,Informatique,2,87.8,12.0,47.4,54.7,27.1,2.0,3.3,22.9,Yes,No,Middle,2.0,Yes,Salle 12,298.0,42.2,0.0
ENSPD001146,Female,23.0,Informatique,1,71.5,28.0,62.8,67.2,63.5,0.0,1.0,0.1,No,No,Middle,1.0,Yes,Salle 27,248.0,77.5,1.0
ENSPD001147,Female,22.0,Electrique,5,99.9,0.0,44.5,76.8,67.9,2.0,2.7,11.5,Yes,No,Middle,1.0,Yes,Salle 7,80.0,58.2,1.0
ENSPD001148,Female,21.0,Electrique,2,88.7,11.0,60.8,62.1,69.6,0.0,4.6,32.1,Yes,No,Low,3.0,Yes,Salle 26,185.0,67.1,1.0
ENSPD001149,Female,18.0,Electrique,4,94.6,5.0,60.8,83.8,79.3,3.0,0.6,0.4,Yes,No,Middle,1.0,Yes,Salle 7,157.0,76.5,1.0
ENSPD001150,Female,21.0,Electrique,2,86.4,14.0,28.0,61.6,89.3,2.0,0.6,5.6,Yes,No,Middle,1.0,Yes,Salle 29,185.0,61.5,1.0
ENSPD001151,Female,19.0,Mecanique,3,91.9,8.0,73.0,44.4,63.5,2.0,0.9,6.0,Yes,No,Middle,2.0,Yes,Salle 24,212.0,59.7,1.0
ENSPD001152,Female,25.0,Mecanique,2,71.5,28.0,62.3,61.8,87.5,4.0,1.1,0.2,Yes,No,Low,2.0,Yes,Salle 10,231.0,70.1,1.0
ENSPD001153,Female,22.0,Electrique,2,76.1,24.0,82.7,63.9,75.0,0.0,1.4,1.8,No,No,Middle,1.0,No,Salle 24,185.0,71.9,1.0
ENSPD001154,Female,21.0,Mecanique,1,98.2,2.0,68.2,60.5,50.9,1.0,0.5,8.1,Yes,Yes,Low,3.0,Yes,Salle 8,186.0,59.6,1.0
ENSPD001155,Female,24.0,Informatique,2,100.0,0.0,76.0,85.1,59.3,0.0,4.1,11.5,Yes,No,Low,1.0,Yes,Salle 25,298.0,69.7,1.0
ENSPD001156,Female,20.0,Mecanique,4,68.2,32.0,82.9,76.5,76.3,1.0,1.7,16.2,Yes,No,Middle,0.0,No,Salle 27,178.0,73.1,1.0
ENSPD001157,Male,20.0,Mecanique,3,85.0,15.0,63.0,36.2,49.8,1.0,0.6,5.9,No,No,Middle,2.0,No,Salle 13,212.0,48.9,0.0
ENSPD001158,Female,22.0,Informatique,1,76.8,23.0,65.0,89.6,81.7,2.0,5.8,20.8,Yes,Yes,Middle,0.0,Yes,Salle 6,248.0,72.1,1.0
ENSPD001159,Female,24.0,Telecom,3,73.6,26.0,41.4,12.7,67.2,0.0,3.0,17.2,Yes,No,Middle,3.0,Yes,Salle 7,154.0,42.9,0.0
ENSPD001160,Male,23.0,Telecom,4,85.4,15.0,83.6,100.0,71.6,1.0,1.4,14.1,No,No,Middle,0.0,No,Salle 27,121.0,81.6,1.0
ENSPD001161,Female,22.0,Informatique,3,95.7,4.0,62.8,56.8,92.8,2.0,2.9,22.7,Yes,Yes,Middle,2.0,Yes,Salle 26,263.0,69.9,1.0
ENSPD001162,Male,22.0,Informatique,1,87.4,13.0,49.9,58.6,71.1,3.0,1.8,16.1,No,No,Middle,1.0,No,Salle 9,248.0,59.3,1.0
ENSPD001163,Male,23.0,Chimie,4,78.2,22.0,76.1,60.9,65.4,1.0,2.3,8.7,Yes,No,Low,1.0,Yes,Salle 26,93.0,67.1,1.0
ENSPD001164,Female,22.0,Informatique,2,88.2,12.0,32.3,68.9,62.3,0.0,0.8,7.4,Yes,No,High,3.0,Yes,Salle 3,298.0,54.4,1.0
ENSPD001165,Male,20.0,Mecanique,2,77.7,22.0,58.6,62.0,61.3,1.0,0.5,7.9,Yes,Yes,Low,0.0,Yes,Salle 22,231.0,60.2,1.0
ENSPD001166,Female,22.0,Informatique,3,86.9,13.0,78.6,59.6,70.2,0.0,0.6,9.0,Yes,No,Middle,0.0,No,Salle 11,263.0,68.6,1.0
ENSPD001167,Female,20.0,Mecanique,4,98.8,1.0,58.4,85.6,91.3,1.0,0.2,0.0,Yes,Yes,Middle,0.0,Yes,Salle 10,178.0,81.5,1.0
ENSPD001168,Male,22.0,Chimie,5,57.1,43.0,54.2,72.2,51.8,1.0,1.3,18.4,Yes,No,Middle,0.0,Yes,Salle 14,48.0,58.0,1.0
ENSPD001169,Male,21.0,Chimie,5,91.6,8.0,58.8,44.7,63.5,2.0,1.0,14.3,No,No,Middle,0.0,No,Salle 4,48.0,46.1,0.0
ENSPD001170,Male,27.0,Informatique,1,63.5,36.0,34.9,75.3,89.7,1.0,0.0,5.0,Yes,No,Middle,1.0,Yes,Salle 2,248.0,62.8,1.0
ENSPD001171,Female,22.0,Mecanique,5,96.7,3.0,75.7,71.4,52.7,2.0,3.9,21.1,No,No,Low,2.0,Yes,Salle 21,67.0,65.2,1.0
ENSPD001172,Other,19.0,Informatique,1,74.4,26.0,63.2,52.2,68.3,1.0,2.3,11.5,Yes,No,Low,1.0,Yes,Salle 15,248.0,59.0,1.0
ENSPD001173,Female,22.0,Informatique,2,67.4,33.0,60.9,76.3,52.2,1.0,1.2,14.7,Yes,No,Middle,1.0,Yes,Salle 20,298.0,57.0,1.0
ENSPD001174,Male,23.0,Energetique,3,90.3,10.0,61.0,59.2,30.4,1.0,6.8,27.6,No,Yes,Middle,0.0,Yes,Salle 4,104.0,40.6,0.0
ENSPD001175,Female,25.0,Electrique,3,86.4,14.0,65.2,61.6,68.0,5.0,5.6,27.9,Yes,No,Middle,1.0,Yes,Salle 24,188.0,66.8,1.0
ENSPD001176,Male,21.0,GenieCivil,3,70.0,30.0,74.8,57.5,86.3,1.0,0.2,2.5,Yes,No,Middle,2.0,Yes,Salle 3,185.0,68.1,1.0
ENSPD001177,Female,19.0,Chimie,3,67.0,33.0,64.2,18.3,62.8,1.0,1.9,12.5,Yes,No,High,1.0,No,Salle 26,130.0,50.1,1.0
ENSPD001178,Male,24.0,Telecom,5,79.8,20.0,44.6,52.5,34.4,0.0,3.4,23.3,Yes,No,Middle,1.0,Yes,Salle 14,60.0,38.4,0.0
ENSPD001179,Female,19.0,Chimie,2,67.6,32.0,73.6,74.8,66.2,3.0,0.4,4.0,Yes,No,Middle,1.0,Yes,Salle 10,119.0,70.2,1.0
ENSPD001180,Male,21.0,Informatique,2,69.3,31.0,72.5,61.6,48.9,3.0,1.4,6.9,No,No,High,0.0,Yes,Salle 10,298.0,52.1,1.0
ENSPD001181,Female,21.0,Informatique,5,83.4,17.0,68.1,38.9,11.6,2.0,0.6,6.9,Yes,Yes,Low,0.0,Yes,Salle 5,109.0,34.2,0.0
ENSPD001182,Male,22.0,Electrique,1,70.4,30.0,81.1,79.4,62.4,1.0,0.7,11.5,Yes,Yes,Low,1.0,No,Salle 11,143.0,66.1,1.0
ENSPD001183,Female,23.0,Mecanique,3,87.1,13.0,65.5,56.6,74.4,1.0,6.7,29.3,Yes,No,Low,0.0,No,Salle 13,212.0,70.9,1.0
ENSPD001184,Female,21.0,Energetique,3,99.9,0.0,81.7,40.0,87.6,2.0,3.0,14.6,Yes,No,Middle,2.0,Yes,Salle 20,104.0,69.9,1.0
ENSPD001185,Male,21.0,Electrique,3,80.2,20.0,86.1,100.0,99.1,2.0,0.1,0.0,Yes,No,High,1.0,Yes,Salle 14,188.0,90.8,1.0
ENSPD001186,Female,22.0,Energetique,3,83.6,16.0,73.7,43.0,77.0,0.0,3.1,16.8,Yes,No,Middle,1.0,Yes,Salle 27,104.0,60.6,1.0
ENSPD001187,Female,22.0,Informatique,1,100.0,0.0,53.8,77.8,63.5,1.0,0.4,6.9,Yes,No,Middle,2.0,No,Salle 3,248.0,74.4,1.0
ENSPD001188,Male,22.0,Telecom,4,67.7,32.0,63.0,48.2,38.3,0.0,0.9,2.5,Yes,No,Middle,1.0,Yes,Salle 27,121.0,47.5,0.0
ENSPD001189,Male,23.0,Mecanique,1,96.3,4.0,83.6,64.4,96.4,0.0,0.8,6.4,Yes,No,Middle,1.0,Yes,Salle 26,186.0,85.8,1.0
ENSPD001190,Female,24.0,Energetique,2,94.9,5.0,42.5,45.8,89.3,0.0,0.6,6.5,No,No,Middle,1.0,Yes,Salle 3,71.0,63.7,1.0
ENSPD001191,Male,23.0,Informatique,1,92.3,8.0,59.1,39.7,56.7,1.0,0.7,11.0,Yes,No,Middle,2.0,Yes,Salle 23,248.0,50.7,1.0
ENSPD001192,Female,23.0,GenieCivil,3,97.5,2.0,59.9,71.4,77.6,1.0,2.8,23.1,No,No,Middle,2.0,No,Salle 21,185.0,65.2,1.0
ENSPD001193,Male,19.0,Chimie,3,85.4,15.0,52.0,69.3,75.6,1.0,0.6,9.0,No,No,Low,1.0,Yes,Salle 13,130.0,62.8,1.0
ENSPD001194,Female,22.0,GenieCivil,5,75.0,25.0,78.1,82.6,93.4,1.0,3.2,12.3,Yes,No,Middle,0.0,No,Salle 21,70.0,83.2,1.0
ENSPD001195,Male,23.0,GenieCivil,4,95.1,5.0,70.7,61.4,61.0,1.0,0.2,2.1,Yes,No,Middle,1.0,Yes,Salle 28,173.0,68.2,1.0
ENSPD001196,Female,23.0,Energetique,3,95.6,4.0,54.3,100.0,49.1,0.0,1.8,12.5,Yes,No,Middle,0.0,No,Salle 12,104.0,70.9,1.0
ENSPD001197,Female,21.0,GenieCivil,5,95.3,5.0,65.1,66.8,54.2,0.0,4.0,19.2,No,No,Middle,0.0,Yes,Salle 23,70.0,60.2,1.0
ENSPD001198,Female,21.0,Electrique,3,82.5,18.0,62.6,72.2,81.9,2.0,0.2,5.6,Yes,No,Middle,0.0,No,Salle 8,188.0,71.1,1.0
ENSPD001199,Female,21.0,Informatique,3,73.4,27.0,51.6,37.5,25.6,2.0,2.0,16.3,Yes,Yes,Middle,1.0,Yes,Salle 28,263.0,35.8,0.0
ENSPD001200,Male,23.0,Telecom,3,84.3,16.0,54.3,50.9,4.1,2.0,1.4,9.9,Yes,No,Middle,1.0,Yes,Salle 22,154.0,33.1,0.0
ENSPD001201,Female,24.0,Electrique,2,93.3,7.0,71.5,71.4,81.9,1.0,0.8,18.0,Yes,No,Middle,1.0,Yes,Salle 26,185.0,75.4,1.0
ENSPD001202,Male,21.0,GenieCivil,4,94.3,6.0,79.1,60.5,69.5,0.0,0.2,0.0,Yes,Yes,High,4.0,Yes,Salle 15,173.0,66.4,1.0
ENSPD001203,Male,24.0,Informatique,1,76.8,23.0,57.7,65.4,64.4,1.0,2.3,11.5,No,Yes,Middle,1.0,Yes,Salle 14,248.0,60.2,1.0
ENSPD001204,Male,22.0,Electrique,3,85.8,14.0,73.2,47.3,37.9,2.0,0.7,1.1,No,Yes,Low,1.0,No,Salle 8,188.0,48.8,0.0
ENSPD001205,Male,22.0,Informatique,4,66.3,34.0,88.7,64.2,29.8,1.0,0.8,4.8,No,No,High,2.0,Yes,Salle 3,230.0,55.3,1.0
ENSPD001206,Female,22.0,Informatique,4,93.8,6.0,46.1,64.1,51.3,1.0,2.5,18.4,No,Yes,Low,1.0,Yes,Salle 23,230.0,57.2,1.0
ENSPD001207,Female,23.0,Electrique,4,72.6,27.0,70.3,40.8,71.2,1.0,5.8,20.0,Yes,No,High,1.0,Yes,Salle 18,157.0,59.2,1.0
ENSPD001208,Male,23.0,Informatique,3,91.4,9.0,77.5,73.6,52.3,1.0,0.8,9.4,No,Yes,Middle,2.0,No,Salle 12,263.0,63.0,1.0
