gender,age,filiere,year_of_study,attendance_rate,num_absences,assignments_avg,midterm_score,final_score,project_participation,lab_hours_per_week,infra_usage_hours_month,supervisor_assigned,scholarship,socioeconomic_status,extracurricular_count,lab_access,classroom_allocated,promotion_size
Female,22.0,Electrique,5,100.0,0.0,51.2,73.1,46.0,0.0,0.5,8.9,Yes,No,Middle,3.0,Yes,Salle 17,80.0
Male,20.0,Chimie,4,76.2,24.0,85.6,70.3,100.0,1.0,0.6,6.1,No,No,Middle,0.0,No,Salle 22,93.0
Male,20.0,Telecom,1,51.7,48.0,82.1,47.3,79.9,2.0,1.2,14.6,Yes,No,Middle,1.0,No,Salle 25,121.0
Female,25.0,Electrique,4,88.1,12.0,35.2,74.8,73.2,3.0,2.0,11.5,Yes,No,High,3.0,Yes,Salle 14,157.0
Male,25.0,Telecom,3,100.0,0.0,50.2,28.3,56.9,0.0,2.5,11.5,Yes,No,Low,0.0,Yes,Salle 29,154.0
Male,18.0,Telecom,4,93.6,6.0,39.4,38.1,50.7,3.0,0.4,0.0,Yes,Yes,Middle,2.0,Yes,Salle 1,121.0
Female,23.0,Energetique,1,73.0,27.0,59.4,97.4,39.2,2.0,6.0,30.4,No,No,Low,2.0,No,Salle 18,83.0
Male,21.0,GenieCivil,3,95.9,4.0,79.3,60.1,71.1,0.0,2.2,10.7,Yes,No,High,3.0,Yes,Salle 18,185.0
Female,23.0,Telecom,3,100.0,0.0,76.3,86.0,47.0,3.0,1.4,12.5,No,Yes,Middle,2.0,No,Salle 15,154.0
Female,26.0,Informatique,2,90.3,10.0,100.0,89.3,80.7,2.0,2.7,13.9,Yes,No,Low,0.0,Yes,Salle 1,298.0
Female,20.0,Informatique,5,75.1,25.0,74.1,71.4,68.1,1.0,3.4,20.9,No,Yes,Middle,0.0,Yes,Salle 12,109.0
Female,21.0,Electrique,2,86.4,14.0,28.0,61.6,89.3,2.0,0.6,5.6,Yes,No,Middle,1.0,Yes,Salle 29,185.0
Female,21.0,Chimie,3,60.9,39.0,70.6,57.1,34.2,1.0,4.1,22.8,No,No,Middle,0.0,No,Salle 26,130.0
Male,20.0,Mecanique,2,98.8,1.0,55.1,88.5,56.1,0.0,4.1,22.0,No,No,Low,1.0,Yes,Salle 13,231.0
Female,22.0,Telecom,2,81.0,19.0,76.8,40.1,30.3,0.0,2.6,17.3,No,No,High,0.0,Yes,Salle 19,161.0
Male,25.0,GenieCivil,5,68.6,31.0,75.5,57.6,51.2,1.0,1.7,13.7,Yes,No,Low,1.0,Yes,Salle 5,70.0
Male,24.0,Chimie,5,93.8,6.0,81.8,70.0,71.3,1.0,2.6,13.6,Yes,Yes,Middle,0.0,Yes,Salle 1,48.0
Male,22.0,Informatique,3,75.6,24.0,65.2,66.3,60.4,1.0,1.0,5.0,No,No,Middle,0.0,Yes,Salle 16,263.0
Male,24.0,Mecanique,4,78.4,22.0,72.6,79.5,52.2,0.0,3.6,22.7,No,No,Middle,0.0,Yes,Salle 26,178.0
Male,23.0,Telecom,2,86.3,14.0,100.0,26.3,100.0,1.0,0.8,9.8,Yes,No,Middle,1.0,No,Salle 1,161.0
Male,20.0,GenieCivil,2,66.4,34.0,64.7,55.9,72.5,1.0,0.1,6.2,Yes,No,Middle,2.0,Yes,Salle 14,177.0
Male,22.0,Chimie,1,80.6,19.0,62.4,61.6,70.2,2.0,0.3,7.8,Yes,No,Middle,1.0,Yes,Salle 21,96.0
Male,20.0,Telecom,4,82.6,17.0,66.3,69.9,66.5,1.0,2.0,11.7,No,No,Middle,1.0,No,Salle 9,121.0
Female,24.0,Energetique,3,82.5,18.0,88.0,34.7,50.1,1.0,1.1,15.2,Yes,No,Middle,2.0,Yes,Salle 26,104.0
Male,24.0,Chimie,2,78.1,22.0,74.9,55.7,84.2,2.0,2.4,13.0,Yes,Yes,High,0.0,Yes,Salle 7,119.0
Male,17.0,Mecanique,3,75.4,25.0,79.8,54.3,52.8,1.0,2.8,20.1,Yes,No,Low,1.0,Yes,Salle 29,212.0
Female,23.0,GenieCivil,2,85.9,14.0,77.9,61.6,63.5,1.0,0.1,3.0,Yes,No,Middle,3.0,No,Salle 27,177.0
Female,19.0,Telecom,3,70.9,29.0,62.8,69.2,95.2,3.0,3.3,23.7,No,No,Low,1.0,Yes,Salle 4,154.0
Male,21.0,Telecom,5,87.1,13.0,78.1,81.2,43.7,1.0,2.6,19.3,Yes,No,Middle,4.0,Yes,Salle 8,60.0
Female,19.0,Electrique,2,93.0,7.0,50.2,61.6,100.0,0.0,1.2,11.5,Yes,Yes,High,1.0,No,Salle 20,185.0
Male,23.0,Informatique,2,100.0,0.0,78.6,54.2,41.1,0.0,0.1,0.0,Yes,Yes,Middle,1.0,Yes,Salle 26,298.0
Male,19.0,Telecom,5,46.4,54.0,84.8,24.9,71.6,1.0,1.7,20.4,Yes,No,Low,0.0,No,Salle 7,60.0
Male,22.0,GenieCivil,1,74.1,26.0,65.1,56.5,54.2,1.0,0.8,5.4,Yes,No,Middle,1.0,Yes,Salle 25,149.0
Male,21.0,GenieCivil,3,82.2,0.0,77.9,36.4,59.9,1.0,0.6,6.8,No,No,Low,1.0,Yes,Salle 22,185.0
Male,22.0,Telecom,3,82.3,18.0,54.8,56.9,90.6,3.0,1.4,11.5,No,Yes,Low,1.0,Yes,Salle 22,154.0
Male,20.0,Telecom,5,89.1,11.0,73.9,92.2,35.9,2.0,0.5,4.0,Yes,Yes,Low,1.0,Yes,Salle 29,60.0
Female,22.0,Electrique,5,53.8,46.0,38.5,58.4,58.1,0.0,0.0,0.1,Yes,No,Low,0.0,Yes,Salle 19,80.0
Female,18.0,Informatique,1,76.6,23.0,64.3,43.2,70.7,1.0,2.2,11.3,Yes,Yes,Middle,1.0,Yes,Salle 26,248.0
Female,21.0,Informatique,4,78.5,22.0,63.7,55.1,81.1,0.0,2.0,9.9,Yes,No,Middle,0.0,Yes,Salle 4,230.0
Male,21.0,Informatique,2,78.9,21.0,38.8,56.2,49.7,0.0,0.5,5.7,Yes,No,Middle,1.0,Yes,Salle 21,298.0
Male,22.0,Telecom,1,78.5,22.0,48.5,38.2,79.3,0.0,2.4,16.4,Yes,No,Middle,0.0,Yes,Salle 22,121.0
Male,21.0,GenieCivil,2,87.5,12.0,71.5,55.2,79.3,1.0,2.8,9.6,Yes,No,Middle,0.0,Yes,Salle 18,177.0
Female,24.0,Mecanique,3,87.0,13.0,60.5,66.9,38.8,0.0,0.1,0.4,Yes,Yes,Low,1.0,Yes,Salle 8,212.0
Male,23.0,Mecanique,3,82.2,13.0,67.3,33.6,90.4,2.0,0.3,12.1,Yes,No,Middle,1.0,No,Salle 23,212.0
Male,20.0,Mecanique,4,74.1,26.0,64.2,62.7,90.2,1.0,0.9,6.8,No,No,Low,0.0,Yes,Salle 15,178.0
Male,18.0,Telecom,3,90.6,9.0,81.5,31.2,74.2,1.0,0.1,0.0,Yes,No,Middle,1.0,Yes,Salle 6,154.0
Male,28.0,GenieCivil,3,92.1,8.0,54.2,31.2,34.7,1.0,1.4,9.0,Yes,Yes,Low,0.0,Yes,Salle 4,185.0
Male,19.0,Informatique,4,53.9,46.0,72.3,100.0,61.9,0.0,4.9,28.2,Yes,No,Low,0.0,Yes,Salle 9,230.0
Female,21.0,Mecanique,4,88.9,11.0,71.6,70.5,100.0,3.0,1.7,14.5,No,Yes,Low,1.0,Yes,Salle 22,178.0
Male,24.0,Informatique,4,64.3,36.0,81.3,54.9,73.6,0.0,2.2,17.7,Yes,No,Low,1.0,Yes,Salle 26,230.0
Male,23.0,Energetique,3,100.0,0.0,76.8,60.4,62.0,1.0,0.0,0.0,Yes,No,Low,1.0,No,Salle 27,104.0
Male,22.0,Informatique,1,56.9,43.0,89.3,98.1,63.5,1.0,4.3,27.0,No,No,Middle,0.0,Yes,Salle 6,248.0
Female,22.0,Chimie,2,76.3,24.0,72.6,69.9,57.8,0.0,1.7,9.1,Yes,No,Middle,2.0,Yes,Salle 11,119.0
Female,19.0,GenieCivil,2,88.6,11.0,41.0,64.6,51.7,1.0,2.0,17.0,Yes,No,Low,3.0,Yes,Salle 24,177.0
Male,21.0,Mecanique,1,85.6,14.0,74.0,47.2,100.0,1.0,3.8,18.8,No,No,Middle,0.0,Yes,Salle 18,186.0
Other,22.0,Informatique,1,77.9,22.0,61.4,46.6,26.0,0.0,1.7,7.2,Yes,Yes,Middle,1.0,No,Salle 4,248.0
Female,24.0,Telecom,4,98.4,2.0,59.3,35.7,51.0,1.0,4.2,22.2,No,No,High,1.0,Yes,Salle 9,121.0
Male,21.0,Energetique,1,64.5,36.0,62.8,58.1,63.5,1.0,5.6,21.2,Yes,No,High,0.0,Yes,Salle 28,83.0
Male,21.0,Electrique,5,85.6,14.0,65.1,71.5,83.3,2.0,0.7,9.0,No,Yes,Middle,1.0,Yes,Salle 13,80.0
Female,20.0,Informatique,4,91.1,9.0,44.9,74.2,63.5,1.0,4.2,17.2,Yes,No,High,4.0,Yes,Salle 15,230.0
Male,26.0,Informatique,5,65.2,35.0,87.7,16.5,77.4,1.0,1.4,4.4,No,No,Low,0.0,Yes,Salle 15,109.0
Male,22.0,Chimie,3,77.8,22.0,51.6,52.4,94.4,0.0,5.7,24.1,No,No,Middle,1.0,Yes,Salle 19,130.0
Male,23.0,Informatique,2,92.8,7.0,98.1,56.8,80.4,1.0,0.4,6.3,Yes,No,Low,0.0,Yes,Salle 20,298.0
Male,23.0,Informatique,1,82.3,18.0,37.4,67.8,72.1,2.0,4.5,26.9,Yes,No,Middle,1.0,Yes,Salle 27,248.0
Male,23.0,Energetique,4,100.0,0.0,91.5,66.3,85.9,2.0,5.3,29.6,No,No,Middle,0.0,Yes,Salle 9,70.0
Male,23.0,Informatique,2,84.5,16.0,41.0,35.1,81.4,1.0,4.9,24.2,Yes,No,Low,0.0,No,Salle 15,298.0
Male,22.0,Energetique,3,89.7,10.0,76.8,76.0,63.5,2.0,3.3,19.5,No,No,Middle,1.0,Yes,Salle 6,104.0
Male,19.0,Informatique,1,82.5,18.0,43.7,45.6,75.4,1.0,1.0,9.6,Yes,No,Middle,1.0,Yes,Salle 10,248.0
Male,22.0,Telecom,3,82.1,18.0,83.2,45.1,58.8,2.0,1.5,13.2,Yes,No,Middle,0.0,Yes,Salle 25,154.0
Male,20.0,GenieCivil,1,73.5,26.0,34.7,55.7,60.2,1.0,0.3,0.0,Yes,No,Middle,3.0,Yes,Salle 24,149.0
Male,19.0,GenieCivil,3,78.5,22.0,44.3,61.6,49.0,3.0,0.8,2.5,Yes,Yes,Middle,0.0,Yes,Salle 24,185.0
Male,26.0,Chimie,4,90.6,9.0,38.9,72.4,70.3,2.0,1.0,10.9,No,Yes,Middle,2.0,No,Salle 22,93.0
Male,22.0,GenieCivil,3,74.1,26.0,43.3,93.4,84.7,3.0,0.0,5.1,Yes,No,Middle,1.0,No,Salle 17,185.0
Male,19.0,Informatique,4,72.4,28.0,68.7,56.0,38.3,1.0,0.9,10.8,No,No,Middle,2.0,No,Salle 12,230.0
Male,21.0,Telecom,1,73.8,26.0,53.6,59.9,62.7,1.0,4.4,27.6,Yes,No,Low,0.0,No,Salle 5,121.0
Male,20.0,Electrique,2,99.0,1.0,52.6,67.0,64.5,1.0,1.3,5.2,Yes,No,Middle,1.0,Yes,Salle 7,185.0
Male,22.0,Informatique,2,86.7,13.0,63.4,39.5,48.7,2.0,1.3,9.0,Yes,No,Middle,3.0,No,Salle 3,298.0
Male,21.0,Mecanique,2,94.7,5.0,65.1,66.3,65.4,0.0,3.3,18.1,Yes,No,Low,2.0,No,Salle 24,231.0
Female,17.0,Chimie,3,86.0,14.0,50.1,39.2,100.0,1.0,1.7,11.0,Yes,Yes,Middle,0.0,No,Salle 15,130.0
Male,21.0,Mecanique,2,94.9,5.0,68.5,28.2,71.0,3.0,1.4,16.4,Yes,No,Middle,0.0,Yes,Salle 3,231.0
Male,23.0,Telecom,5,80.4,20.0,62.2,55.3,18.0,2.0,0.2,10.3,Yes,No,High,2.0,No,Salle 8,60.0
Female,24.0,GenieCivil,3,84.5,16.0,64.0,61.6,79.4,0.0,1.8,12.8,Yes,Yes,Middle,0.0,Yes,Salle 18,185.0
Female,22.0,GenieCivil,4,73.8,26.0,57.0,36.0,53.1,1.0,1.7,10.3,No,No,Middle,1.0,Yes,Salle 20,173.0
Female,21.0,Informatique,1,75.1,25.0,55.2,65.1,72.8,1.0,0.2,8.8,Yes,No,Middle,2.0,No,Salle 1,248.0
Male,22.0,Informatique,4,97.4,3.0,75.0,72.4,55.2,3.0,0.5,1.8,Yes,No,Middle,2.0,No,Salle 1,230.0
Male,20.0,Telecom,3,91.5,8.0,77.1,78.1,77.8,1.0,4.9,23.1,No,No,Low,1.0,Yes,Salle 28,154.0
Male,23.0,Mecanique,5,74.9,25.0,63.9,82.4,63.5,1.0,1.0,16.3,Yes,Yes,Middle,1.0,Yes,Salle 29,67.0
Female,24.0,GenieCivil,2,94.0,6.0,35.7,60.9,63.5,2.0,1.4,9.1,Yes,No,Middle,1.0,Yes,Salle 8,177.0
Female,22.0,Mecanique,1,78.8,21.0,64.8,61.6,39.3,3.0,0.4,5.5,No,Yes,Low,2.0,Yes,Salle 26,186.0
Male,20.0,GenieCivil,2,87.6,12.0,76.5,88.8,85.0,0.0,0.3,7.0,Yes,No,Low,2.0,Yes,Salle 14,177.0
Male,20.0,Informatique,2,88.7,11.0,84.7,58.3,78.9,0.0,2.7,11.5,No,No,Middle,0.0,Yes,Salle 24,298.0
Female,25.0,Mecanique,2,100.0,0.0,51.0,76.1,82.2,0.0,3.0,12.3,Yes,No,Low,0.0,Yes,Salle 21,231.0
Female,19.0,Chimie,3,50.5,50.0,71.2,79.9,80.3,4.0,1.2,7.4,Yes,No,Middle,3.0,Yes,Salle 28,130.0
Female,21.0,Informatique,3,72.4,28.0,74.2,54.2,48.2,0.0,1.2,9.0,Yes,No,Middle,0.0,Yes,Salle 5,263.0
Male,23.0,Informatique,5,70.7,29.0,75.9,57.5,63.5,2.0,1.1,9.2,No,No,Low,0.0,Yes,Salle 9,109.0
Male,24.0,Informatique,3,76.9,23.0,74.8,100.0,50.0,3.0,1.5,14.0,Yes,No,Low,2.0,Yes,Salle 18,263.0
Male,23.0,Informatique,3,72.6,27.0,73.0,60.7,68.0,2.0,0.5,10.9,Yes,No,Middle,0.0,Yes,Salle 5,263.0
Male,24.0,Telecom,2,70.0,30.0,65.4,4.3,63.5,0.0,7.7,39.1,Yes,Yes,Middle,1.0,Yes,Salle 17,161.0
Female,23.0,Informatique,3,70.9,29.0,43.7,90.9,82.4,3.0,1.0,5.0,No,Yes,High,1.0,Yes,Salle 4,263.0
Female,23.0,Telecom,1,61.1,39.0,59.8,71.9,85.1,1.0,1.5,17.2,Yes,No,Middle,0.0,Yes,Salle 23,121.0
Female,26.0,GenieCivil,2,82.2,18.0,65.1,47.5,62.2,3.0,0.6,6.8,Yes,Yes,High,1.0,Yes,Salle 4,177.0
Male,22.0,Informatique,2,68.6,31.0,72.3,61.6,41.9,1.0,0.4,5.6,No,No,Low,0.0,Yes,Salle 28,298.0
Male,26.0,Energetique,2,74.5,26.0,62.4,50.0,53.7,1.0,3.1,11.5,Yes,No,Low,1.0,Yes,Salle 30,71.0
Male,22.0,Telecom,5,98.3,2.0,39.7,20.2,65.3,3.0,0.8,3.7,Yes,No,Middle,0.0,No,Salle 14,60.0
Male,17.0,Informatique,3,72.8,27.0,62.6,85.8,100.0,0.0,4.9,25.8,Yes,Yes,High,3.0,Yes,Salle 17,263.0
Male,21.0,Chimie,2,74.6,25.0,74.2,38.6,63.5,0.0,0.0,4.0,No,No,Middle,0.0,Yes,Salle 13,119.0
Female,26.0,Mecanique,4,63.1,37.0,45.0,85.6,49.1,0.0,2.2,14.7,No,No,Low,1.0,Yes,Salle 1,178.0
Male,21.0,GenieCivil,3,77.9,22.0,48.8,58.0,33.7,1.0,0.2,5.8,Yes,No,High,1.0,Yes,Salle 8,185.0
Male,20.0,Electrique,4,77.1,23.0,73.4,49.7,69.9,1.0,0.7,4.5,No,No,Middle,0.0,Yes,Salle 26,157.0
Female,23.0,Mecanique,4,71.7,28.0,88.5,84.9,80.7,0.0,0.6,7.0,No,No,Middle,2.0,Yes,Salle 26,178.0
Male,21.0,Telecom,3,52.9,47.0,59.5,68.1,35.8,4.0,1.4,12.9,Yes,No,Middle,0.0,Yes,Salle 3,154.0
Other,20.0,Electrique,2,94.4,6.0,83.6,65.3,44.9,0.0,6.3,29.9,Yes,No,Middle,1.0,Yes,Salle 7,185.0
Male,23.0,Mecanique,1,68.3,32.0,73.0,52.7,71.1,0.0,0.7,6.1,Yes,No,High,4.0,Yes,Salle 14,186.0
Female,21.0,GenieCivil,4,82.2,18.0,68.4,23.1,39.9,0.0,0.6,6.2,No,No,Middle,1.0,Yes,Salle 11,173.0
Female,21.0,GenieCivil,2,82.4,18.0,58.7,50.8,64.7,3.0,0.5,7.5,Yes,No,Low,1.0,Yes,Salle 18,177.0
Female,19.0,Energetique,4,68.4,32.0,47.0,40.0,96.8,1.0,0.9,16.5,Yes,Yes,High,0.0,No,Salle 10,70.0
Female,20.0,Informatique,3,100.0,0.0,45.8,67.2,57.5,3.0,0.4,7.0,Yes,Yes,Middle,1.0,Yes,Salle 5,263.0
Female,20.0,Informatique,1,86.1,14.0,74.3,61.6,63.5,0.0,1.3,14.8,Yes,No,Middle,0.0,Yes,Salle 8,248.0
Male,22.0,Electrique,4,93.9,6.0,49.2,0.0,87.3,1.0,1.5,15.3,No,No,Middle,0.0,No,Salle 4,157.0
Male,18.0,Informatique,5,82.4,18.0,65.1,100.0,59.0,2.0,1.7,18.8,No,Yes,Middle,1.0,Yes,Salle 25,109.0
Male,25.0,Electrique,2,91.8,8.0,77.0,92.2,63.6,2.0,1.6,10.6,No,No,Middle,2.0,No,Salle 25,185.0
Female,20.0,Telecom,1,65.8,34.0,57.3,58.3,27.3,0.0,2.5,20.1,No,No,Middle,1.0,Yes,Salle 26,121.0
Female,24.0,Chimie,1,68.1,32.0,54.2,54.6,100.0,1.0,3.5,19.4,No,No,Low,3.0,Yes,Salle 1,96.0
Female,22.0,Mecanique,4,84.5,16.0,53.9,23.0,50.7,2.0,0.6,7.3,Yes,No,Low,2.0,Yes,Salle 8,178.0
Male,22.0,Electrique,2,76.6,23.0,65.1,67.5,87.7,5.0,1.6,16.0,Yes,No,High,1.0,Yes,Salle 17,185.0
Female,22.0,Mecanique,5,78.9,21.0,44.3,39.2,74.0,1.0,1.3,9.6,Yes,No,Low,0.0,No,Salle 11,67.0
Female,19.0,Informatique,1,74.0,26.0,61.8,49.4,28.3,1.0,1.4,19.5,No,No,Middle,0.0,Yes,Salle 27,248.0
Male,26.0,GenieCivil,3,87.6,12.0,48.4,64.9,54.2,2.0,1.5,13.2,Yes,No,Low,0.0,Yes,Salle 20,185.0
Male,20.0,Electrique,3,75.0,25.0,69.6,63.7,39.0,1.0,0.6,10.1,Yes,Yes,Low,3.0,Yes,Salle 16,188.0
Female,22.0,Telecom,4,90.3,10.0,47.3,55.9,69.7,1.0,0.6,7.9,No,No,Middle,1.0,No,Salle 1,121.0
Female,24.0,Telecom,3,82.2,31.0,71.3,87.9,56.5,1.0,0.2,0.0,Yes,No,Middle,0.0,No,Salle 5,154.0
Male,24.0,Mecanique,2,79.6,20.0,41.8,76.9,74.0,2.0,3.9,20.5,No,No,Middle,1.0,No,Salle 17,231.0
Male,22.0,Informatique,3,66.6,33.0,56.4,73.3,44.7,0.0,4.5,21.3,Yes,No,Middle,1.0,Yes,Salle 16,263.0
Female,25.0,GenieCivil,2,82.2,32.0,57.9,64.2,67.7,1.0,0.2,9.1,No,No,Middle,0.0,Yes,Salle 24,177.0
Male,21.0,Telecom,4,57.0,43.0,52.2,43.1,51.9,0.0,0.4,0.0,Yes,No,Middle,1.0,Yes,Salle 23,121.0
Female,23.0,Energetique,1,82.5,18.0,67.5,54.8,2.4,1.0,0.7,4.5,Yes,No,Middle,1.0,Yes,Salle 21,83.0
Male,22.0,Informatique,2,84.6,15.0,72.7,71.9,89.2,1.0,1.4,20.2,Yes,No,Middle,1.0,No,Salle 18,298.0
Female,23.0,Electrique,3,81.7,18.0,68.8,21.4,69.9,1.0,2.9,12.8,Yes,No,Low,1.0,Yes,Salle 14,188.0
Male,22.0,GenieCivil,4,77.1,23.0,45.9,73.6,56.5,3.0,0.3,6.0,Yes,No,Middle,1.0,Yes,Salle 27,173.0
Male,23.0,Telecom,2,82.8,17.0,66.0,62.5,66.3,1.0,2.6,13.9,No,No,Low,1.0,No,Salle 9,161.0
Male,24.0,Chimie,3,90.5,10.0,76.3,59.9,85.9,1.0,3.8,11.8,Yes,No,Low,1.0,Yes,Salle 7,130.0
Female,21.0,GenieCivil,3,86.7,13.0,89.0,86.6,78.0,0.0,1.0,9.4,Yes,No,Middle,0.0,No,Salle 6,185.0
Female,20.0,Mecanique,5,94.8,5.0,73.3,27.9,54.5,1.0,3.9,18.0,Yes,No,Middle,1.0,Yes,Salle 12,67.0
Female,21.0,Chimie,3,82.2,6.0,46.6,58.7,83.6,1.0,0.3,8.5,Yes,No,Low,1.0,Yes,Salle 13,130.0
Male,24.0,Informatique,1,76.8,23.0,57.7,65.4,64.4,1.0,2.3,11.5,No,Yes,Middle,1.0,Yes,Salle 14,248.0
Male,23.0,Electrique,3,73.4,27.0,70.0,51.0,59.6,1.0,4.2,23.1,Yes,No,Middle,0.0,No,Salle 2,188.0
Male,27.0,Informatique,2,45.9,54.0,69.2,33.2,86.7,0.0,4.7,21.7,Yes,Yes,Middle,0.0,Yes,Salle 8,298.0
Male,25.0,Telecom,1,79.6,20.0,57.6,77.2,57.7,0.0,0.4,1.1,Yes,No,High,1.0,Yes,Salle 3,121.0
Female,22.0,Energetique,2,81.1,19.0,52.2,47.4,80.2,0.0,1.5,10.1,No,No,Low,1.0,Yes,Salle 14,71.0
Female,23.0,Energetique,3,95.6,4.0,54.3,100.0,49.1,0.0,1.8,12.5,Yes,No,Middle,0.0,No,Salle 12,104.0
Male,21.0,Chimie,2,91.9,8.0,83.7,75.8,54.7,1.0,3.3,18.4,Yes,No,High,1.0,No,Salle 27,119.0
Male,21.0,Informatique,5,88.0,12.0,65.1,47.3,65.2,1.0,4.1,11.5,Yes,No,High,0.0,Yes,Salle 21,109.0
Male,24.0,Electrique,3,78.4,22.0,86.5,73.9,35.5,2.0,4.1,27.7,No,No,High,1.0,Yes,Salle 1,188.0
Male,20.0,Informatique,3,86.0,14.0,49.2,58.1,50.9,1.0,4.0,19.6,No,No,Middle,2.0,No,Salle 27,263.0
Male,19.0,Mecanique,2,93.1,7.0,60.4,48.2,87.0,1.0,0.9,14.9,Yes,No,Low,3.0,No,Salle 22,231.0
Male,21.0,Informatique,1,70.6,29.0,65.1,57.6,51.9,3.0,2.4,16.1,No,No,Low,3.0,Yes,Salle 12,248.0
Male,21.0,Informatique,1,98.7,1.0,80.5,100.0,52.3,2.0,1.8,12.5,Yes,No,High,1.0,No,Salle 26,248.0
Female,22.0,Mecanique,4,74.6,25.0,93.5,55.6,100.0,1.0,1.4,16.3,Yes,No,High,0.0,Yes,Salle 25,178.0
Male,22.0,Chimie,4,76.9,23.0,54.6,74.4,63.8,4.0,2.2,14.4,Yes,No,Middle,0.0,No,Salle 28,93.0
Male,22.0,Mecanique,3,94.7,5.0,67.1,61.6,78.8,2.0,2.6,16.6,Yes,No,Middle,1.0,Yes,Salle 4,212.0
Female,19.0,GenieCivil,3,81.0,19.0,59.0,51.0,91.5,2.0,2.4,18.3,No,Yes,Middle,1.0,Yes,Salle 19,185.0
Male,19.0,Electrique,2,97.1,3.0,62.7,65.6,77.1,0.0,1.4,12.9,Yes,No,High,0.0,Yes,Salle 25,185.0
Male,20.0,Electrique,4,59.0,41.0,65.1,54.8,70.8,0.0,0.7,9.5,Yes,No,Middle,1.0,Yes,Salle 7,157.0
Female,23.0,Informatique,2,80.5,20.0,61.5,81.7,87.7,1.0,0.6,10.0,Yes,No,High,0.0,Yes,Salle 17,298.0
Male,22.0,Chimie,3,100.0,0.0,83.5,79.7,80.6,2.0,3.7,16.2,No,No,Middle,1.0,Yes,Salle 14,130.0
Male,22.0,Mecanique,1,69.4,31.0,48.8,54.7,50.0,1.0,1.8,17.0,No,No,High,1.0,Yes,Salle 3,186.0
Male,24.0,Energetique,1,56.3,44.0,65.8,65.1,83.7,1.0,1.4,14.3,Yes,Yes,Middle,1.0,Yes,Salle 15,83.0
Female,20.0,Telecom,5,99.0,1.0,54.8,61.6,79.9,0.0,0.5,2.9,No,Yes,Middle,0.0,No,Salle 4,60.0
Male,20.0,Mecanique,5,69.5,30.0,65.1,61.6,72.9,0.0,2.8,15.7,No,No,High,0.0,No,Salle 19,67.0
Female,22.0,Chimie,2,84.3,16.0,64.7,69.9,89.2,1.0,1.0,13.9,No,Yes,Low,1.0,Yes,Salle 20,119.0
Male,21.0,Telecom,3,82.2,41.0,66.3,63.4,88.6,1.0,1.3,7.0,Yes,No,Middle,1.0,Yes,Salle 12,154.0
Male,21.0,GenieCivil,1,91.4,9.0,65.1,55.5,46.6,2.0,4.5,20.9,No,Yes,Middle,4.0,No,Salle 25,149.0
Other,19.0,Informatique,2,90.1,10.0,55.2,74.1,39.1,3.0,1.0,2.8,No,No,Middle,2.0,Yes,Salle 14,298.0
Male,27.0,Informatique,2,98.3,2.0,73.2,86.3,70.6,1.0,0.1,0.0,Yes,No,Middle,1.0,No,Salle 7,298.0
Male,18.0,Electrique,2,84.1,16.0,80.8,52.2,56.6,1.0,3.3,19.7,Yes,No,Low,3.0,Yes,Salle 24,185.0
Male,22.0,Mecanique,4,64.9,35.0,80.0,80.0,35.5,2.0,0.6,0.0,No,No,Middle,1.0,Yes,Salle 2,178.0
Female,22.0,Telecom,4,54.2,46.0,88.7,61.6,86.6,0.0,3.0,20.3,Yes,No,Middle,2.0,No,Salle 26,121.0
Male,23.0,Mecanique,4,62.8,37.0,67.1,74.5,41.2,1.0,1.9,14.0,Yes,No,Middle,0.0,Yes,Salle 1,178.0
Male,20.0,Electrique,3,88.1,12.0,37.3,44.9,63.2,1.0,3.7,20.2,Yes,No,Middle,2.0,Yes,Salle 17,188.0
Female,23.0,Chimie,4,82.7,17.0,100.0,61.6,87.3,1.0,0.5,13.3,No,No,Middle,1.0,Yes,Salle 22,93.0
Male,19.0,Electrique,4,69.8,30.0,50.2,62.9,80.7,3.0,1.4,11.5,No,Yes,High,0.0,Yes,Salle 4,157.0
Male,21.0,Electrique,4,100.0,0.0,69.5,80.8,74.1,2.0,4.6,26.9,Yes,No,Middle,1.0,No,Salle 18,157.0
Female,21.0,GenieCivil,4,84.5,16.0,64.2,72.1,49.6,1.0,1.6,9.8,Yes,No,High,1.0,Yes,Salle 6,173.0
Female,24.0,Telecom,1,82.2,18.0,89.2,7.0,64.5,3.0,0.2,17.8,Yes,No,Low,1.0,Yes,Salle 26,121.0
Male,21.0,Telecom,3,75.7,24.0,67.2,56.1,25.1,3.0,0.0,14.0,Yes,No,Low,1.0,Yes,Salle 5,154.0
Female,24.0,Energetique,3,77.9,22.0,55.8,72.0,67.0,0.0,5.0,20.4,Yes,No,Middle,1.0,No,Salle 27,104.0
Female,21.0,Telecom,4,61.1,39.0,44.1,51.7,82.4,2.0,1.4,9.2,Yes,No,Middle,2.0,Yes,Salle 14,121.0
Male,25.0,Informatique,5,82.6,17.0,56.7,45.8,64.9,0.0,1.4,5.5,No,No,Middle,0.0,Yes,Salle 13,109.0
Male,23.0,Mecanique,2,100.0,0.0,62.1,59.7,58.6,2.0,6.7,30.3,Yes,No,Middle,2.0,No,Salle 10,231.0
